,train_loss,train_acc,val_loss,val_acc
0,0.9194321682992971,0.24897178760648805,0.8840909004211426,0.2975551893149123
1,0.8520753974059843,0.34487426243036745,0.8347308039665222,0.3357084636201037
2,0.8087856361888489,0.385816356458446,0.7961300015449524,0.38578669527719306
3,0.7751056729060299,0.4252324293602455,0.7581101059913635,0.43504422276610577
4,0.7441723566010313,0.46097660308714133,0.7216141223907471,0.47787561197308076
5,0.7146581835904211,0.4931813780712568,0.693190336227417,0.5084400875129329
6,0.6917719542980194,0.5169102343615894,0.674700915813446,0.5271882986702562
7,0.6743086202526992,0.5344529265736261,0.662469744682312,0.5394728416560991
8,0.658577340391447,0.549953665422872,0.6534047722816467,0.5479545318662002
9,0.6438080821678324,0.5640762107999846,0.6463028788566589,0.5545317414355782
