,train_loss,train_acc,val_loss,val_acc
0,0.9218059283382488,0.24356985812557408,0.8993387222290039,0.2569758312242589
1,0.8651769003778134,0.3398122408163952,0.867200493812561,0.2862705070417872
2,0.8154010432508757,0.38563436329622275,0.8408513069152832,0.3233573380808796
3,0.7777317981674986,0.4249628636844662,0.815697431564331,0.36110315474425675
4,0.7458224161615912,0.4603457432236079,0.7922784686088562,0.39379897846840217
5,0.7160119810756648,0.4924447446217494,0.7711904644966125,0.42117936357481406
6,0.69215900493118,0.5169869089961201,0.7537813186645508,0.44248441339004346
7,0.6728572312672183,0.5362188693912159,0.7412237524986267,0.4575274767630064
8,0.6552611537418276,0.5534644448265942,0.7319979071617126,0.4684340726329427
9,0.6377426028813956,0.5700077670715497,0.725366473197937,0.476273362295539
