,Vis,SomMot,DorsAttn,SalVent,Limbic,Cont,Default,None
0,0.36308089899488605,0.3349597104404004,0.3007582780952941,0.33321398093798865,0.4393455027499025,0.42211727330772353,0.4459204966883627,0.44029953344359873
