,Vis,SomMot,DorsAttn,SalVent,Limbic,Cont,Default,None
0,0.4031143968694213,0.44315949120133985,0.3432972454609543,0.4503764075105837,0.5039953143969029,0.48820211581577133,0.4885768127997986,0.5009216521292403
