,Vis,SomMot,DorsAttn,SalVent,Limbic,Cont,Default,None
0,0.420616860745101,0.44813417083789203,0.40216360691510156,0.4528406579044055,0.49412627425650363,0.49478819330656754,0.5014123384007645,0.5033919402503856
